865733021674619,cSQ88qShwC3,10/08/15,23:13:51+0,100815,23135200,50.012516,14.427183,0.00,256.80,80.43,62,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:14:17+0,100815,23141800,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:14:43+0,100815,23144400,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:15:09+0,100815,23151000,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:15:35+0,100815,23153600,50.012516,14.427183,0.00,256.80,80.43,63,16,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:16:01+0,100815,23160200,50.012516,14.427183,0.00,256.80,80.43,63,17,19.65,1,
865733021674619,cSQ88qShwC3,10/08/15,23:16:27+0,100815,23162800,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:16:53+0,100815,23165400,50.012516,14.427183,0.00,256.80,80.43,63,17,19.65,1,
865733021674619,cSQ88qShwC3,10/08/15,23:17:19+0,100815,23172000,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:17:45+0,100815,23174600,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:18:11+0,100815,23181200,50.012516,14.427183,0.00,256.80,80.43,67,16,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:18:37+0,100815,23183800,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:19:03+0,100815,23190400,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:19:29+0,100815,23193000,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:19:55+0,100815,23195600,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:20:21+0,100815,23202200,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:20:47+0,100815,23204800,50.012516,14.427183,0.00,256.80,80.43,63,17,19.65,1,
865733021674619,cSQ88qShwC3,10/08/15,23:21:13+0,100815,23211400,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:21:39+0,100815,23214000,50.012516,14.427183,0.00,256.80,80.43,59,18,19.61,1,
865733021674619,cSQ88qShwC3,10/08/15,23:22:05+0,100815,23220600,50.012516,14.427183,0.00,256.80,80.43,63,17,19.61,1,
